Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,332380,-,-,-,35.13,-111.66,-7,2141,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2022,1,1,0,30,0,0,0,-1.5,-1.5,772,100,263,1.6,0.6900000000000001,0,0,0
2022,1,1,1,30,0,0,0,-2,-2,772,100,268,1.7000000000000002,0.6900000000000001,0,0,0
2022,1,1,2,30,0,0,0,-2.8000000000000003,-2.8000000000000003,773,100,271,1.7000000000000002,0.6900000000000001,0,0,0
2022,1,1,3,30,0,0,0,-3.7,-3.7,773,100,274,1.7000000000000002,0.6900000000000001,0,0,0
2022,1,1,4,30,0,0,0,-4.4,-4.4,774,100,287,1.6,0.6900000000000001,0,0,0
2022,1,1,5,30,0,0,0,-5.300000000000001,-5.300000000000001,775,100,310,1.6,0.6900000000000001,0,0,0
2022,1,1,6,30,0,0,0,-6.4,-6.4,776,100,330,1.5,0.6900000000000001,0,0,0
2022,1,1,7,30,0,1,1,-7.7,-7,778,95.09,341,1.6,0.6900000000000001,4,38,3
2022,1,1,8,30,690,38,143,-8.5,-6.300000000000001,779,84.35000000000001,348,1.9000000000000001,0.6900000000000001,38,690,143
2022,1,1,9,30,916,51,333,-9.9,-5.5,780,71,351,2.2,0.6900000000000001,51,916,333
2022,1,1,10,30,1010,55,487,-12.200000000000001,-4.800000000000001,781,56.09,352,2.4000000000000004,0.6900000000000001,55,1010,487
2022,1,1,11,30,1049,56,584,-14.100000000000001,-4.3,782,46.37,353,2.4000000000000004,0.6900000000000001,56,1049,584
2022,1,1,12,30,1080,57,628,-15.100000000000001,-3.9000000000000004,782,41.32,354,2.4000000000000004,0.6900000000000001,57,1080,628
2022,1,1,13,30,1074,55,596,-15.4,-3.7,783,39.88,356,2.3000000000000003,0.6900000000000001,55,1074,596
2022,1,1,14,30,1039,53,498,-15.5,-3.9000000000000004,783,40.17,180,2.2,0.6900000000000001,53,1039,498
2022,1,1,15,30,967,43,342,-15.700000000000001,-4.800000000000001,784,42.22,5,1.9000000000000001,0.6900000000000001,43,967,342
2022,1,1,16,30,790,30,152,-16.2,-7.4,785,49.39,13,1.3,0.6900000000000001,30,790,152
2022,1,1,17,30,59,5,3,-17.400000000000002,-10,786,54.64,19,0.9,0.8,5,59,3
2022,1,1,18,30,0,0,0,-17.900000000000002,-11.100000000000001,787,57.36,24,1,0.8,0,0,0
2022,1,1,19,30,0,0,0,-17.900000000000002,-11.5,788,59,31,1,0.8,0,0,0
2022,1,1,20,30,0,0,0,-17.900000000000002,-11.600000000000001,789,59.77,40,1,0.8,0,0,0
2022,1,1,21,30,0,0,0,-17.900000000000002,-11.700000000000001,790,60.160000000000004,48,1,0.8,0,0,0
2022,1,1,22,30,0,0,0,-18,-11.700000000000001,790,59.34,52,1,0.8,0,0,0
2022,1,1,23,30,0,0,0,-18.3,-11.700000000000001,791,58.18,55,1,0.8,0,0,0
2022,1,2,0,30,0,0,0,-18.400000000000002,-11.700000000000001,791,57.410000000000004,59,1,0.8,0,0,0
2022,1,2,1,30,0,0,0,-18.400000000000002,-11.700000000000001,791,57.43,60,1.1,0.8,0,0,0
2022,1,2,2,30,0,0,0,-18.5,-11.700000000000001,791,57.03,58,1.1,0.8,0,0,0
2022,1,2,3,30,0,0,0,-18.5,-11.700000000000001,791,56.9,55,1.1,0.8,0,0,0
2022,1,2,4,30,0,0,0,-18.6,-11.8,791,57.24,54,1.1,0.8,0,0,0
2022,1,2,5,30,0,0,0,-18.6,-11.700000000000001,791,56.59,54,1.1,0.8,0,0,0
2022,1,2,6,30,0,0,0,-18.7,-11.700000000000001,792,56.34,55,1.1,0.8,0,0,0
2022,1,2,7,30,28,3,2,-18.7,-10.600000000000001,792,51.550000000000004,58,1.2000000000000002,0.8,5,55,3
2022,1,2,8,30,762,30,146,-18.3,-8,793,43.21,62,1.4000000000000001,0.8,30,762,146
2022,1,2,9,30,943,44,334,-17.1,-5.300000000000001,794,38.95,68,1.5,0.8,44,943,334
2022,1,2,10,30,1018,51,487,-15.8,-3.1,794,36.78,73,1.5,0.8,51,1018,487
2022,1,2,11,30,1052,57,587,-14.100000000000001,-1.3,793,37.15,79,1.4000000000000001,0.8,57,1052,587
2022,1,2,12,30,1063,57,621,-12.700000000000001,-0.1,792,38.26,85,1.2000000000000002,0.8,57,1063,621
2022,1,2,13,30,1053,57,589,-11.700000000000001,0.6000000000000001,791,39.230000000000004,89,1.1,0.8,57,1053,589
2022,1,2,14,30,1019,53,492,-11.100000000000001,0.6000000000000001,791,41.26,89,1,0.8,53,1019,492
2022,1,2,15,30,946,44,339,-10.100000000000001,-0.9,791,49.660000000000004,84,0.8,0.8,44,946,339
2022,1,2,16,30,769,31,152,-8.8,-4.3,791,70.63,79,0.6000000000000001,0.8,31,769,152
2022,1,2,17,30,58,4,3,-11.100000000000001,-6.9,791,72.26,74,0.6000000000000001,0.6900000000000001,4,58,3
2022,1,2,18,30,0,0,0,-12.600000000000001,-7.4,791,66.4,70,0.7000000000000001,0.6900000000000001,0,0,0
2022,1,2,19,30,0,0,0,-13.600000000000001,-7.7,791,62.6,67,0.7000000000000001,0.6900000000000001,0,0,0
2022,1,2,20,30,0,0,0,-14.5,-7.800000000000001,791,58.77,66,0.7000000000000001,0.6900000000000001,0,0,0
2022,1,2,21,30,0,0,0,-15,-7.7,791,56.050000000000004,67,0.7000000000000001,0.6900000000000001,0,0,0
2022,1,2,22,30,0,0,0,-15,-7.7,791,55.68,69,0.6000000000000001,0.6900000000000001,0,0,0
2022,1,2,23,30,0,0,0,-14.8,-7.7,791,56.99,71,0.6000000000000001,0.6900000000000001,0,0,0
2022,1,3,0,30,0,0,0,-14.4,-7.5,790,57.620000000000005,71,0.6000000000000001,0.6900000000000001,0,0,0
2022,1,3,1,30,0,0,0,-14.4,-7.2,790,56.230000000000004,69,0.5,0.6900000000000001,0,0,0
2022,1,3,2,30,0,0,0,-14.600000000000001,-7,790,54.68,67,0.6000000000000001,0.6900000000000001,0,0,0
2022,1,3,3,30,0,0,0,-14.5,-6.6000000000000005,790,53.36,64,0.7000000000000001,0.6900000000000001,0,0,0
2022,1,3,4,30,0,0,0,-14.600000000000001,-6.2,790,51.24,61,0.9,0.6900000000000001,0,0,0
2022,1,3,5,30,0,0,0,-15,-5.9,790,48.7,59,1,0.6900000000000001,0,0,0
2022,1,3,6,30,0,0,0,-15.3,-5.7,790,46.74,58,1,0.6900000000000001,0,0,0
2022,1,3,7,30,55,5,3,-15.3,-4.6000000000000005,790,42.84,60,0.8,0.6900000000000001,5,55,3
2022,1,3,8,30,760,29,145,-12,-1.8,790,45.78,68,0.6000000000000001,0.6900000000000001,29,760,145
2022,1,3,9,30,943,41,332,-10.5,1.3,790,41.24,78,0.5,0.6900000000000001,41,943,332
2022,1,3,10,30,1018,50,486,-11,4.1000000000000005,790,32.33,110,0.4,0.6900000000000001,50,1018,486
2022,1,3,11,30,1052,54,585,-11.700000000000001,6.4,790,26.09,177,0.5,0.6900000000000001,54,1052,585
2022,1,3,12,30,1062,55,620,-12,7.5,789,23.63,222,0.7000000000000001,0.6900000000000001,55,1062,620
2022,1,3,13,30,1053,54,588,-11.4,7.7,789,24.5,226,0.8,0.6900000000000001,54,1053,588
2022,1,3,14,30,1020,49,491,-10.200000000000001,6.7,788,28.84,217,0.7000000000000001,0.6900000000000001,49,1020,491
2022,1,3,15,30,947,42,340,-4,3.9000000000000004,788,56.230000000000004,208,0.7000000000000001,0.6900000000000001,42,947,340
2022,1,3,16,30,772,31,154,-4.3,0.2,788,71.49,209,1.1,0.6900000000000001,31,772,154
2022,1,3,17,30,59,4,3,-9.3,-2,789,57.370000000000005,217,1.4000000000000001,0.65,4,59,3
2022,1,3,18,30,0,0,0,-10.100000000000001,-2.5,789,55.85,220,1.4000000000000001,0.65,0,0,0
2022,1,3,19,30,0,0,0,-10.600000000000001,-2.7,789,54.49,214,1.4000000000000001,0.65,0,0,0
2022,1,3,20,30,0,0,0,-10.8,-2.9000000000000004,789,54.32,202,1.4000000000000001,0.65,0,0,0
2022,1,3,21,30,0,0,0,-10.700000000000001,-3.4000000000000004,789,56.96,195,1.4000000000000001,0.65,0,0,0
2022,1,3,22,30,0,0,0,-10.600000000000001,-3.8000000000000003,789,59.300000000000004,194,1.3,0.65,0,0,0
2022,1,3,23,30,0,0,0,-10.5,-3.9000000000000004,789,60.02,196,1.2000000000000002,0.65,0,0,0
2022,1,4,0,30,0,0,0,-10.600000000000001,-4,789,60.1,199,1.2000000000000002,0.65,0,0,0
2022,1,4,1,30,0,0,0,-10.8,-4.2,789,60.08,201,1.3,0.65,0,0,0
2022,1,4,2,30,0,0,0,-11,-4.3,789,59.63,199,1.4000000000000001,0.65,0,0,0
2022,1,4,3,30,0,0,0,-11.3,-4.1000000000000005,788,57.46,194,1.5,0.65,0,0,0
2022,1,4,4,30,0,0,0,-11.3,-3.7,788,55.59,188,1.4000000000000001,0.65,0,0,0
2022,1,4,5,30,0,0,0,-11,-3.4000000000000004,788,55.76,184,1.3,0.65,0,0,0
2022,1,4,6,30,0,0,0,-11.700000000000001,-3.7,789,53.92,175,1.1,0.65,0,0,0
2022,1,4,7,30,0,1,1,-12.5,-2.9000000000000004,789,47.64,167,1,0.65,5,48,3
